Date,gross_return,transaction_cost,portfolio_return,turnover,equity_curve,benchmark_return,benchmark_equity
2021-11-08,0.002158475504324797,0.0,0.002158475504324797,0.0,6.716364647180755,0.000853782505246814,2.591113730505197
2021-11-09,0.0009721130314494508,0.0,0.0009721130314494508,0.0,6.722893712778246,-0.0033054638044236473,2.582548897855867
2021-11-10,-0.022962030322233373,0.0,-0.022962030322233373,0.0,6.56852242349228,-0.008044969365810783,2.5617723710869083
2021-11-11,0.007630666650063789,0.0,0.007630666650063789,0.0,6.618644628489419,0.00032357675767968885,2.562601301084658
2021-11-12,0.00828742261021731,0.0,0.00828742261021731,0.0,6.673496133632555,0.007546888752901326,2.5819409680219843
2021-11-15,-0.008978163503858272,0.0,-0.008978163503858272,0.0,6.613580394202436,0.0003425867656043913,2.5828255068272004
2021-11-16,0.001572930210563317,0.0,0.001572930210563317,0.0,6.623983094604466,0.003957671582849764,2.59304748193903
2021-11-17,0.0010321034097646176,0.0,0.0010321034097646176,0.0,6.6308197301426315,-0.00242927375880031,2.586748259735832
2021-11-18,0.005034750823484813,0.0,0.005034750823484813,0.0,6.664204255239347,0.0033965470599539582,2.5955342719322787
2021-11-19,-0.001206549566072801,0.0,-0.001206549566072801,0.0,6.6561635624869675,-0.0017884871684787917,2.590892192191581
2021-11-22,-0.026413507267200986,0.0,-0.026413507267200986,0.0,6.48035093785754,-0.0028151394961856147,2.5835984692509837
2021-11-23,-0.014034519956745983,0.0,-0.014034519956745983,0.0,6.389402323293461,0.0013262120631210017,2.5870248687071653
2021-11-24,0.011034751885223182,0.0,0.011034751885223182,0.0,6.459907792625873,0.0026697129860921986,2.5939314825944964
2021-11-26,-0.0276530729856026,0.0,-0.0276530729856026,0.0,6.281271490956127,-0.02230316888120465,2.536078590671918
2021-11-29,0.011962305528254391,0.0,0.011962305528254391,0.0,6.356409979636857,0.012266435003490894,2.5671872338681396
2021-11-30,-0.023024978087545778,0.0,-0.023024978087545778,0.0,6.210053779140261,-0.019457365765676915,2.517236532869791
2021-12-01,-0.020234225471704892,0.0,-0.020234225471704892,0.0,6.084398150781723,-0.011107390444153764,2.4892766038589182
2021-12-02,0.023067130960712556,0.0,0.023067130960712556,0.0,6.2247477597429235,0.015316431049036794,2.527403437323904
2021-12-03,-0.013136877083962939,0.0,-0.013136877083962939,0.0,6.1429740135445075,-0.008701289465290474,2.505411768420178
2021-12-06,0.011867142797487296,0.0,0.011867142797487296,0.0,6.215873563364493,0.011843362944008007,2.5350842693177675
2021-12-07,0.03473114628033497,0.0,0.03473114628033497,0.0,6.431757977353772,0.02068478393775819,2.587521939692615
2021-12-08,-0.0013977603615827339,0.0,-0.0013977603615827339,0.0,6.422767920997734,0.0026480556129808708,2.594373841688729
2021-12-09,-0.02231574183876006,0.0,-0.02231574183876006,0.0,6.279439090182479,-0.0067517620965815706,2.5768572467200523
2021-12-10,0.00966227743655157,0.0,0.00966227743655157,0.0,6.34011277281775,0.009413513061592216,2.6011145260699102
2021-12-13,-0.01030926599789117,0.0,-0.01030926599789117,0.0,6.274750863786144,-0.008858425193375097,2.5780727476213188
2021-12-14,-0.018782137620181105,0.0,-0.018782137620181105,0.0,6.156897629530162,-0.006879898023013031,2.560335870021775
